time,question,usercode,low,main,high,type
13:07:55,q1,turing,0,15,30,expert
13:07:56,q1,shannon,0,5,16,expert
13:07:59,q1,shannon,0,5,20,expert
13:08:04,q1,turing,0,15,40,expert
13:08:06,q1,sammet,0,3,10,forecaster
13:08:08,q1,sammet,0,2,10,forecaster
13:08:54,q1,torvalds,0,2,4,forecaster
13:08:55,q1,torvalds,0,2,3,forecaster
13:09:24,q1,lovelace,0,15,25,expert
13:09:29,q1,lovelace,2,15,25,expert
13:09:30,q1,hopper,0,7,13,expert
13:09:30,q1,hopper,0,7,13,expert
13:09:36,q1,hopper,0,10,13,expert
13:09:39,q1,hopper,7,10,13,expert
13:09:59,q1,turing,0,18,40,expert
13:10:04,q1,turing,0,18,50,expert
13:10:27,q1,matsumoto,0,0,22,forecaster
13:10:28,q1,matsumoto,0,0,21,forecaster
13:10:34,q1,matsumoto,0,8,21,forecaster
13:10:43,q1,matsumoto,0,8,42,forecaster
13:10:47,q1,babbage,0,24,80,expert
13:10:50,q1,matsumoto,0,8,42,forecaster
13:10:51,q1,babbage,9,24,80,expert
13:10:55,q1,babbage,5,24,80,expert
13:11:00,q1,babbage,5,24,70,expert
13:11:47,q1,matsumoto,0,20,42,forecaster
13:11:53,q1,matsumoto,5,20,42,forecaster
13:11:59,q1,matsumoto,4,20,42,forecaster
13:12:04,q1,matsumoto,4,18,42,forecaster
13:12:07,q1,matsumoto,4,17,42,forecaster
13:12:41,q1,bourne,0,7,30,forecaster
13:12:44,q1,bourne,0,7,35,forecaster
13:13:02,q1,stroustrup,0,6,28,forecaster
13:13:03,q1,stroustrup,0,2,28,forecaster
13:13:03,q1,stroustrup,0,2,28,forecaster
13:13:04,q1,stroustrup,0,2,23,forecaster
13:13:05,q1,rossum,0,0,37,forecaster
13:13:05,q1,stroustrup,0,2,20,forecaster
13:13:06,q1,rossum,0,0,37,forecaster
13:13:07,q1,bourne,1,7,35,forecaster
13:13:09,q1,stroustrup,0,2,20,forecaster
13:13:15,q1,rossum,0,21,37,forecaster
13:13:22,q1,rossum,0,37,37,forecaster
13:13:23,q1,rossum,0,37,49,forecaster
13:13:32,q1,rossum,0,37,55,forecaster
13:13:47,q1,rossum,14,37,55,forecaster
13:14:00,q1,rossum,23,37,55,forecaster
13:14:31,q1,rossum,23,37,45,forecaster
13:16:34,q1,matsumoto,4,10,42,forecaster
13:16:45,q1,matsumoto,4,10,33,forecaster
13:16:48,q1,matsumoto,4,10,30,forecaster
13:16:52,q1,matsumoto,1,10,30,forecaster
13:21:36,q1,matsumoto,1,8,30,forecaster
13:23:46,q1,bourne,1,8,35,forecaster
13:23:47,q1,bourne,1,8,40,forecaster
13:44:50,q1,bourne,1,15,40,forecaster
13:44:54,q1,bourne,1,15,50,forecaster
13:44:57,q1,bourne,3,15,50,forecaster
13:46:08,q1,stroustrup,0,3,20,forecaster
13:47:37,q1,matsumoto,1,18,35,forecaster
13:47:40,q1,matsumoto,1,18,35,forecaster
13:49:21,q1,torvalds,0,2,5,forecaster
13:49:24,q1,torvalds,0,2,8,forecaster
13:49:24,q1,torvalds,0,2,8,forecaster
13:49:30,q1,torvalds,0,2,11,forecaster
13:49:31,q1,torvalds,0,2,12,forecaster
13:49:57,q1,turing,0,18,40,expert
13:52:03,q1,bourne,3,20,50,forecaster
13:52:16,q1,bourne,3,18,50,forecaster
13:53:07,q1,sammet,0,2,14,forecaster
13:53:09,q1,sammet,0,2,15,forecaster
13:54:20,q1,babbage,5,24,70,expert
13:54:22,q1,babbage,5,25,70,expert
13:54:30,q1,shannon,0,5,20,expert
13:54:38,q1,babbage,5,27,70,expert
13:54:52,q1,shannon,0,7,20,expert
13:54:54,q1,shannon,0,7,25,expert
13:54:56,q1,shannon,0,8,25,expert
13:55:28,q1,lovelace,2,15,40,expert
14:00:23,q1,hopper,7,10,18,expert
14:00:34,q1,hopper,7,15,18,expert
14:08:13,q1,matsumoto,1,18,31,forecaster
14:08:18,q1,matsumoto,1,11,31,forecaster
14:10:14,q1,matsumoto,1,11,31,forecaster
14:10:17,q1,matsumoto,1,9,31,forecaster
14:10:20,q1,matsumoto,1,9,30,forecaster
14:12:32,q1,stroustrup,0,3,32,forecaster
14:15:09,q1,hopper,7,15,23,expert
14:19:05,q1,sammet,0,3,17,forecaster
14:19:07,q1,sammet,0,3,17,forecaster
14:51:00,q1,bourne,3,18,45,forecaster
14:51:35,q1,bourne,3,16,45,forecaster
14:52:27,q1,torvalds,0,5,20,forecaster
14:52:29,q1,torvalds,0,5,20,forecaster
14:52:30,q1,torvalds,0,5,20,forecaster
14:52:30,q1,torvalds,0,4,20,forecaster
14:52:31,q1,torvalds,0,4,20,forecaster
14:53:06,q1,shannon,0,10,25,expert
13:03:38,q2,sammet,0,1,5,forecaster
13:03:39,q2,sammet,0,1,5,forecaster
13:06:11,q2,bourne,0,0,30,forecaster
13:06:12,q2,bourne,0,0,30,forecaster
13:06:12,q2,bourne,0,0,30,forecaster
13:06:13,q2,bourne,0,4,30,forecaster
13:06:15,q2,bourne,0,5,30,forecaster
13:08:43,q2,torvalds,0,1,1,forecaster
13:08:47,q2,torvalds,0,1,1,forecaster
13:09:16,q2,shannon,0,3,28,expert
13:09:18,q2,shannon,0,5,28,expert
13:09:25,q2,shannon,0,5,10,expert
13:10:19,q2,lovelace,0,2,5,expert
13:10:22,q2,lovelace,0,2,5,expert
13:10:52,q2,lovelace,0,1,5,expert
13:10:56,q2,lovelace,0,1,3,expert
13:11:12,q2,turing,0,4,28,expert
13:11:15,q2,turing,0,4,25,expert
13:11:15,q2,turing,0,4,25,expert
13:11:27,q2,hopper,0,10,13,expert
13:11:27,q2,hopper,0,10,13,expert
13:11:30,q2,hopper,7,10,13,expert
13:11:48,q2,shannon,0,5,10,expert
13:12:26,q2,bourne,0,7,30,forecaster
13:12:28,q2,bourne,0,7,35,forecaster
13:12:43,q2,babbage,0,2,16,expert
13:12:46,q2,babbage,0,2,16,expert
13:12:48,q2,babbage,0,2,16,expert
13:13:03,q2,bourne,1,7,35,forecaster
13:13:24,q2,stroustrup,0,1,21,forecaster
13:13:25,q2,stroustrup,0,1,20,forecaster
13:13:25,q2,stroustrup,0,1,20,forecaster
13:13:26,q2,stroustrup,0,1,20,forecaster
13:13:27,q2,stroustrup,0,1,20,forecaster
13:13:33,q2,stroustrup,0,1,10,forecaster
13:13:38,q2,babbage,0,2,35,expert
13:15:14,q2,matsumoto,0,2,11,forecaster
13:15:17,q2,matsumoto,0,6,11,forecaster
13:15:17,q2,matsumoto,0,6,11,forecaster
13:15:20,q2,matsumoto,0,7,11,forecaster
13:15:23,q2,matsumoto,2,7,11,forecaster
13:15:30,q2,matsumoto,2,7,11,forecaster
13:15:47,q2,matsumoto,2,7,25,forecaster
13:15:57,q2,matsumoto,2,22,25,forecaster
13:16:25,q2,matsumoto,2,20,25,forecaster
13:17:23,q2,rossum,0,4,10,forecaster
13:17:26,q2,rossum,0,4,10,forecaster
13:17:29,q2,rossum,1,4,10,forecaster
13:17:40,q2,shannon,0,5,15,expert
13:17:54,q2,rossum,1,4,5,forecaster
13:18:00,q2,bourne,1,5,35,forecaster
13:18:09,q2,bourne,1,5,30,forecaster
13:18:53,q2,bourne,1,4,30,forecaster
13:21:20,q2,matsumoto,2,18,25,forecaster
13:21:30,q2,bourne,1,7,30,forecaster
13:21:35,q2,bourne,1,7,30,forecaster
13:21:37,q2,bourne,1,7,35,forecaster
13:44:59,q2,matsumoto,2,3,13,forecaster
13:45:03,q2,matsumoto,2,3,6,forecaster
13:45:06,q2,matsumoto,0,3,6,forecaster
13:45:13,q2,matsumoto,0,2,6,forecaster
13:45:15,q2,matsumoto,0,1,6,forecaster
13:46:12,q2,stroustrup,0,2,10,forecaster
13:46:14,q2,matsumoto,0,3,6,forecaster
13:47:09,q2,matsumoto,0,3,6,forecaster
13:47:13,q2,matsumoto,0,3,10,forecaster
13:49:12,q2,torvalds,0,1,3,forecaster
13:55:39,q2,shannon,0,5,20,expert
13:55:42,q2,shannon,0,8,20,expert
13:56:10,q2,matsumoto,0,3,12,forecaster
13:56:13,q2,matsumoto,0,3,14,forecaster
13:56:17,q2,matsumoto,0,3,15,forecaster
13:56:22,q2,matsumoto,0,8,15,forecaster
14:07:37,q2,matsumoto,0,5,15,forecaster
14:07:40,q2,matsumoto,0,5,12,forecaster
14:07:41,q2,matsumoto,0,5,11,forecaster
14:09:35,q2,matsumoto,0,4,11,forecaster
14:09:37,q2,matsumoto,0,4,10,forecaster
14:14:49,q2,bourne,1,6,30,forecaster
14:14:53,q2,bourne,1,6,30,forecaster
14:17:07,q2,hopper,4,10,16,expert
14:17:11,q2,hopper,4,10,16,expert
14:50:09,q2,bourne,1,6,25,forecaster
14:51:38,q2,babbage,0,2,25,expert
14:51:42,q2,babbage,0,2,25,expert
14:52:15,q2,shannon,0,5,16,expert
14:52:22,q2,shannon,0,5,20,expert
13:04:47,q3,torvalds,0,1,3,forecaster
13:04:49,q3,torvalds,0,1,3,forecaster
13:05:58,q3,sammet,0,0,5,forecaster
13:05:58,q3,sammet,0,0,5,forecaster
13:05:59,q3,sammet,0,0,5,forecaster
13:06:23,q3,bourne,0,5,30,forecaster
13:06:27,q3,bourne,0,5,30,forecaster
13:08:27,q3,torvalds,0,1,3,forecaster
13:08:32,q3,torvalds,0,1,3,forecaster
13:08:33,q3,torvalds,0,1,2,forecaster
13:08:34,q3,torvalds,0,1,1,forecaster
13:09:45,q3,shannon,0,3,10,expert
13:09:47,q3,shannon,0,3,10,expert
13:11:29,q3,lovelace,0,5,25,expert
13:11:32,q3,lovelace,0,5,25,expert
13:12:33,q3,hopper,0,2,4,expert
13:12:36,q3,hopper,0,2,4,expert
13:12:45,q3,turing,0,3,25,expert
13:12:47,q3,turing,0,3,25,expert
13:12:48,q3,bourne,0,7,30,forecaster
13:12:59,q3,bourne,0,7,35,forecaster
13:13:01,q3,bourne,1,7,35,forecaster
13:13:45,q3,shannon,0,2,10,expert
13:13:45,q3,stroustrup,0,5,54,forecaster
13:13:46,q3,stroustrup,0,5,55,forecaster
13:13:47,q3,stroustrup,0,5,55,forecaster
13:13:48,q3,stroustrup,0,5,55,forecaster
13:13:53,q3,stroustrup,0,5,25,forecaster
13:14:41,q3,bourne,1,5,35,forecaster
13:14:43,q3,bourne,1,5,30,forecaster
13:14:47,q3,bourne,1,4,30,forecaster
13:14:53,q3,bourne,1,4,25,forecaster
13:15:00,q3,shannon,0,2,10,expert
13:15:02,q3,shannon,0,3,10,expert
13:15:05,q3,babbage,0,1,20,expert
13:15:07,q3,babbage,0,1,20,expert
13:17:29,q3,matsumoto,0,0,11,forecaster
13:17:29,q3,matsumoto,0,0,10,forecaster
13:17:32,q3,matsumoto,0,5,10,forecaster
13:18:51,q3,matsumoto,0,5,14,forecaster
13:19:42,q3,rossum,11,11,11,forecaster
13:19:42,q3,rossum,11,11,11,forecaster
13:19:44,q3,rossum,11,11,11,forecaster
13:19:45,q3,rossum,11,11,11,forecaster
13:19:45,q3,rossum,11,11,11,forecaster
13:19:45,q3,rossum,4,11,11,forecaster
13:19:45,q3,rossum,4,11,11,forecaster
13:19:48,q3,rossum,4,11,29,forecaster
13:20:03,q3,rossum,7,11,29,forecaster
13:20:18,q3,rossum,7,11,14,forecaster
13:20:24,q3,rossum,7,11,15,forecaster
13:20:45,q3,matsumoto,0,5,15,forecaster
13:20:48,q3,matsumoto,0,5,11,forecaster
13:21:14,q3,matsumoto,0,4,11,forecaster
13:46:03,q3,bourne,1,3,25,forecaster
13:46:16,q3,stroustrup,0,6,25,forecaster
13:48:19,q3,sammet,0,0,10,forecaster
13:48:22,q3,sammet,0,2,10,forecaster
13:48:27,q3,sammet,0,1,10,forecaster
13:48:57,q3,matsumoto,1,4,11,forecaster
13:49:08,q3,torvalds,0,1,4,forecaster
13:49:39,q3,matsumoto,1,4,25,forecaster
13:49:43,q3,matsumoto,1,14,25,forecaster
13:55:44,q3,matsumoto,1,14,25,forecaster
13:55:49,q3,matsumoto,1,9,25,forecaster
13:55:53,q3,matsumoto,1,9,20,forecaster
14:03:06,q3,hopper,0,2,5,expert
14:03:07,q3,hopper,0,3,5,expert
14:03:09,q3,hopper,0,3,5,expert
14:06:43,q3,matsumoto,1,6,20,forecaster
14:06:48,q3,matsumoto,1,6,16,forecaster
14:09:43,q3,matsumoto,1,5,16,forecaster
14:09:46,q3,matsumoto,1,5,15,forecaster
14:13:05,q3,bourne,1,3,20,forecaster
14:17:19,q3,lovelace,0,5,20,expert
14:17:21,q3,lovelace,0,5,15,expert
14:17:28,q3,lovelace,0,5,7,expert
14:17:30,q3,lovelace,0,3,7,expert
14:18:12,q3,hopper,0,3,6,expert
14:18:19,q3,turing,0,3,15,expert
14:19:51,q3,stroustrup,0,6,22,forecaster
14:20:21,q3,stroustrup,0,6,17,forecaster
14:20:32,q3,bourne,1,3,12,forecaster
14:20:34,q3,bourne,1,3,15,forecaster
14:29:11,q3,matsumoto,1,3,15,forecaster
14:29:13,q3,matsumoto,1,3,10,forecaster
14:49:54,q3,bourne,1,3,15,forecaster
13:04:55,q4,torvalds,0,2,5,forecaster
13:04:58,q4,torvalds,0,2,5,forecaster
13:06:32,q4,bourne,0,5,30,forecaster
13:06:34,q4,bourne,0,5,30,forecaster
13:08:01,q4,sammet,0,1,10,forecaster
13:08:04,q4,sammet,0,1,10,forecaster
13:08:10,q4,torvalds,0,2,3,forecaster
13:08:12,q4,torvalds,0,2,4,forecaster
13:08:16,q4,torvalds,0,1,4,forecaster
13:08:22,q4,torvalds,0,2,4,forecaster
13:08:23,q4,torvalds,0,2,3,forecaster
13:10:08,q4,shannon,0,0,15,expert
13:11:22,q4,sammet,0,1,10,forecaster
13:11:55,q4,bourne,0,6,30,forecaster
13:11:57,q4,bourne,0,5,30,forecaster
13:12:05,q4,lovelace,5,15,30,expert
13:12:07,q4,lovelace,5,15,30,expert
13:12:08,q4,lovelace,5,15,30,expert
13:12:11,q4,shannon,0,3,15,expert
13:12:52,q4,shannon,0,6,15,expert
13:12:57,q4,shannon,0,3,15,expert
13:13:31,q4,bourne,0,7,30,forecaster
13:13:32,q4,bourne,0,7,35,forecaster
13:14:05,q4,stroustrup,0,7,35,forecaster
13:14:07,q4,stroustrup,0,7,35,forecaster
13:14:09,q4,stroustrup,0,7,35,forecaster
13:14:34,q4,turing,0,12,46,expert
13:14:38,q4,turing,0,12,46,expert
13:14:38,q4,turing,0,12,45,expert
13:14:46,q4,hopper,0,7,14,expert
13:14:52,q4,hopper,0,11,14,expert
13:14:55,q4,hopper,8,11,14,expert
13:15:35,q4,babbage,0,6,46,expert
13:15:35,q4,babbage,0,6,46,expert
13:16:48,q4,babbage,0,6,60,expert
13:16:54,q4,babbage,1,6,60,expert
13:17:17,q4,shannon,0,5,15,expert
13:17:27,q4,shannon,0,3,15,expert
13:18:19,q4,shannon,0,4,15,expert
13:18:20,q4,matsumoto,0,5,10,forecaster
13:18:23,q4,matsumoto,0,5,10,forecaster
13:18:46,q4,matsumoto,0,5,15,forecaster
13:18:58,q4,matsumoto,0,5,14,forecaster
13:19:03,q4,babbage,1,7,60,expert
13:20:37,q4,matsumoto,0,5,11,forecaster
13:21:10,q4,matsumoto,0,4,11,forecaster
13:22:27,q4,rossum,0,0,24,forecaster
13:22:43,q4,rossum,0,8,24,forecaster
13:22:47,q4,rossum,0,8,15,forecaster
13:22:49,q4,rossum,0,7,15,forecaster
13:22:52,q4,rossum,7,7,15,forecaster
13:22:52,q4,rossum,7,7,32,forecaster
13:22:56,q4,rossum,7,12,32,forecaster
13:23:01,q4,rossum,7,12,15,forecaster
13:25:41,q4,bourne,0,8,35,forecaster
13:26:22,q4,bourne,1,8,35,forecaster
13:30:52,q4,bourne,1,10,35,forecaster
13:30:56,q4,bourne,1,10,40,forecaster
13:32:02,q4,bourne,1,9,40,forecaster
13:46:19,q4,stroustrup,0,8,35,forecaster
13:48:16,q4,matsumoto,1,4,11,forecaster
13:48:21,q4,torvalds,0,2,4,forecaster
13:50:01,q4,sammet,0,1,15,forecaster
13:50:03,q4,sammet,0,1,11,forecaster
13:52:50,q4,turing,0,12,35,expert
13:52:51,q4,matsumoto,1,4,21,forecaster
13:53:00,q4,matsumoto,1,9,21,forecaster
13:55:00,q4,babbage,1,8,60,expert
13:55:04,q4,babbage,1,9,60,expert
13:56:51,q4,lovelace,5,15,50,expert
14:04:16,q4,hopper,8,14,17,expert
14:04:17,q4,hopper,8,14,17,expert
14:07:22,q4,matsumoto,1,9,17,forecaster
14:07:26,q4,matsumoto,1,6,17,forecaster
14:09:51,q4,matsumoto,1,5,17,forecaster
14:09:53,q4,matsumoto,1,5,16,forecaster
14:15:11,q4,bourne,1,9,40,forecaster
14:15:13,q4,bourne,1,10,40,forecaster
14:15:15,q4,bourne,1,10,40,forecaster
14:15:16,q4,bourne,1,10,40,forecaster
14:18:45,q4,sammet,0,3,12,forecaster
14:18:48,q4,sammet,0,3,12,forecaster
14:25:07,q4,turing,0,12,25,expert
14:25:55,q4,hopper,8,14,20,expert
13:05:17,q5,torvalds,0,1,3,forecaster
13:05:18,q5,torvalds,0,1,3,forecaster
13:05:20,q5,torvalds,0,1,2,forecaster
13:05:20,q5,torvalds,0,1,2,forecaster
13:06:43,q5,bourne,0,5,30,forecaster
13:06:45,q5,bourne,0,5,30,forecaster
13:06:46,q5,bourne,0,5,30,forecaster
13:06:48,q5,bourne,0,5,30,forecaster
13:07:28,q5,bourne,0,16,30,forecaster
13:07:29,q5,bourne,0,15,30,forecaster
13:07:34,q5,bourne,0,15,60,forecaster
13:07:35,q5,torvalds,0,1,3,forecaster
13:07:37,q5,bourne,0,30,60,forecaster
13:07:41,q5,torvalds,0,2,3,forecaster
